values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
1848,1954,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1951,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2043,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1989,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1901,1947,2141,2195,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1944,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1978,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1951,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1936,1976,0,0,0,0,0,0,0
0,1898,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1935,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1912,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1977,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1972,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1976,1998,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1860,1879,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1868,1893,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2053,2074,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1846,1866,0,0,0,0,0,0,0
1839,1860,0,0,0,0,0,0,0
1832,1859,0,0,0,0,0,0,0
1835,1864,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1984,2010,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2235,2263,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1954,1978,2065,2092,0,0,0,0,0
1861,1886,1905,1947,0,0,0,0,0
1846,1873,0,0,0,0,0,0,0
1839,1865,1931,1957,0,0,0,0,0
2039,2069,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1916,1966,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2235,2259,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1871,1900,0,0,0,0,0,0,0
1882,1908,0,0,0,0,0,0,0
1870,1892,1949,1974,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1811,1833,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1868,1893,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1870,1900,1990,2014,0,0,0,0,0
1859,1884,0,0,0,0,0,0,0
2075,2102,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1825,1847,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1894,1926,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2114,2136,0,0,0,0,0,0,0
1859,1896,1935,1949,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1854,1874,1936,1960,0,0,0,0,0
1860,1887,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1800,1822,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1919,1963,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1880,1906,1970,1998,0,0,0,0,0
1870,1901,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1823,1851,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1858,1889,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1971,2027,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1873,1896,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1995,2022,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1960,2011,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2149,2213,0,0,0,0,0,0,0
2142,2200,2324,2424,0,0,0,0,0
2181,2249,0,0,0,0,0,0,0
2177,2244,0,0,0,0,0,0,0
2254,2368,0,0,0,0,0,0,0
2170,2240,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2143,2206,2284,2364,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2103,2174,0,0,0,0,0,0,0
2157,2221,0,0,0,0,0,0,0
2189,2270,2407,2500,0,0,0,0,0
2113,2184,0,0,0,0,0,0,0
2151,2214,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2147,2217,2296,2358,0,0,0,0,0
2155,2218,2296,2556,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2085,2159,2228,2295,0,0,0,0,0
2160,2237,2289,2379,0,0,0,0,0
2141,2213,0,0,0,0,0,0,0
2125,2210,0,0,0,0,0,0,0
2099,2158,0,0,0,0,0,0,0
2164,2214,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2171,2244,2324,2379,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2121,2199,2264,2323,0,0,0,0,0
2183,2263,2337,2409,0,0,0,0,0
2186,2266,0,0,0,0,0,0,0
2198,2318,0,0,0,0,0,0,0
2135,2197,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2155,2230,2309,2366,0,0,0,0,0
2193,2274,2352,2408,0,0,0,0,0
2184,2282,2360,2400,0,0,0,0,0
2099,2175,0,0,0,0,0,0,0
2142,2204,2306,2368,0,0,0,0,0
2164,2178,2237,2249,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2187,0,2258,2334,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2116,2196,2270,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2194,2289,2369,2396,0,0,0,0,0
0,2164,0,0,0,0,0,0,0
2092,2149,2222,2314,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2178,2248,2326,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2108,2193,2261,2310,0,0,0,0,0
2093,2175,2245,2300,0,0,0,0,0
2159,2235,2314,2372,0,0,0,0,0
2199,2271,2338,2346,0,0,0,0,0
2207,2324,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2186,2255,2331,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2140,2211,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2172,2240,2314,2392,0,0,0,0,0
2104,2164,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1726,0,0,0,0,0,0,0,0
1737,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1715,0,0,0,0,0,0,0,0
1709,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1718,0,0,0,0,0,0,0,0
1756,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1753,0,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1757,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0,0
1760,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1767,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,0
1723,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1759,0,0,0,0,0,0,0,0
1735,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1745,0,0,0,0,0,0,0,0
1714,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2193,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1884,1900,1995,2013,0,0,0,0,0
1833,0,0,0,0,0,0,0,0
1813,0,0,0,0,0,0,0,0
1781,0,0,0,0,0,0,0,0
1934,0,0,0,0,0,0,0,0
1812,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1786,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1909,0,0,0,0,0,0,0,0
1820,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,0,0
1812,0,0,0,0,0,0,0,0
1732,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1820,1834,1891,1899,0,0,0,0,0
1792,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1931,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0
1802,1811,1869,1880,0,0,0,0,0
1857,1872,1983,2007,0,0,0,0,0
1819,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1847,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1931,0,0,0,0,0,0,0,0
1818,0,0,0,0,0,0,0,0
1816,0,0,0,0,0,0,0,0
1911,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1852,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1984,0,0,0,0,0,0,0,0
1801,0,0,0,0,0,0,0,0
1807,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1831,1846,1872,1884,0,0,0,0,0
1804,0,0,0,0,0,0,0,0
1819,0,0,0,0,0,0,0,0
1837,0,0,0,0,0,0,0,0
1895,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1787,1808,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1839,0,0,0,0,0,0,0,0
1867,0,0,0,0,0,0,0,0
1813,1825,1893,1900,0,0,0,0,0
1780,1795,1853,1864,0,0,0,0,0
1810,1823,0,0,0,0,0,0,0
1888,1901,2032,2047,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1794,0,0,0,0,0,0,0,0
1881,1897,2005,2021,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1812,0,0,0,0,0,0,0,0
1818,0,0,0,0,0,0,0,0
1799,0,0,0,0,0,0,0,0
1802,1831,1894,1912,0,0,0,0,0
1841,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0,0
1817,0,0,0,0,0,0,0,0
1805,0,0,0,0,0,0,0,0
1814,0,0,0,0,0,0,0,0
1826,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0
1805,1833,1902,1966,0,0,0,0,0
1853,0,0,0,0,0,0,0,0
1837,0,0,0,0,0,0,0,0
1856,0,0,0,0,0,0,0,0
1861,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1818,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0,0
1727,0,0,0,0,0,0,0,0
1846,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0
1842,0,1901,1983,0,0,0,0,0
1851,0,0,0,0,0,0,0,0
1857,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,0,0
1827,0,0,0,0,0,0,0,0
1850,0,0,0,0,0,0,0,0
1826,0,0,0,0,0,0,0,0
1829,0,0,0,0,0,0,0,0
1857,0,0,0,0,0,0,0,0
1843,0,0,0,0,0,0,0,0
1840,1905,1958,1976,0,0,0,0,0
1850,0,0,0,0,0,0,0,0
1879,0,0,0,0,0,0,0,0
1896,0,0,0,0,0,0,0,0
1851,0,0,0,0,0,0,0,0
1855,1870,1945,2004,0,0,0,0,0
1840,0,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,0,0
1824,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,0,0
1843,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0
1846,0,0,0,0,0,0,0,0
1853,0,0,0,0,0,0,0,0
1862,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1858,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,0,0
1839,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,0,0,0
1820,0,0,0,0,0,0,0,0
1840,1910,1926,1969,0,0,0,0,0
1854,0,0,0,0,0,0,0,0
1814,1833,1866,1873,0,0,0,0,0
1873,0,0,0,0,0,0,0,0
1866,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,0,0,0
1819,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0,0
1868,0,1940,1999,0,0,0,0,0
1855,0,0,0,0,0,0,0,0
1838,1846,1911,1987,0,0,0,0,0
1849,0,0,0,0,0,0,0,0
1846,1853,0,0,0,0,1860,0,0
1856,0,0,0,0,0,0,0,0
1859,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1827,0,0,0,0,0,0,0,0
1838,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1855,0,0,0,0,0,0,0,0
1789,1807,1885,1899,0,0,0,0,0
1816,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1813,0,0,0,0,0,0,0,0
1842,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1773,0,0
0,0,0,0,0,0,0,0,0
1726,1738,1841,1853,0,0,0,0,0
1735,0,0,0,0,0,0,0,0
1767,0,0,0,0,0,0,0,0
1766,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1747,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1751,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1756,0,0,0,0,0,0,0,0
1760,0,0,0,0,0,0,0,0
1798,0,0,0,0,0,0,0,0
1771,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1752,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1778,0,1858,1866,0,0,0,0,0
1778,0,0,0,0,0,0,0,0
1792,0,0,0,0,0,0,0,0
1811,0,1911,1918,0,0,0,0,0
1770,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1744,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1772,1787,1856,1867,0,0,0,0,0
1795,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1763,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1777,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1768,1782,1849,1865,0,0,0,0,0
1779,0,0,0,0,0,0,0,0
1789,0,1875,1886,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1781,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1784,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1743,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1771,0,0,0,0,0,0,0,0
1772,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1782,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1767,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1746,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1816,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1767,1782,1854,1871,0,0,0,0,0
1772,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1777,0,0,0,0,0,0,0,0
1777,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1766,1779,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,0,0
1736,0,0,0,0,0,0,0,0
1738,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1753,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1704,0,0,0,0,0,0,0,0
1743,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1700,0,0,0,0,0,0,0,0
1685,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1689,0,0,0,0,0,0,0,0
1707,0,0,0,0,0,0,0,0
1736,0,0,0,0,0,0,0,0
1722,0,0,0,0,0,0,0,0
1720,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1688,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1705,0,0,0,0,0,0,0,0
1727,0,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1713,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1717,0,0,0,0,0,0,0,0
1719,0,0,0,0,0,0,0,0
1751,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1721,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1706,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1720,0,0,0,0,0,0,0,0
1726,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1704,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1691,0,0,0,0,0,0,0,0
1719,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1720,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1683,0,0,0,0,0,0,0,0
1686,0,0,0,0,0,0,0,0
1699,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1690,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1853,1880,2050,2061,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
